CAD	TKE	EPS	INT		Crank	TKE	EPS	Intensty
				 	[CADaTDCF]	[m^2/s^2]	[m^2/s^3]	[m/s]
-105.6144975	13.48958952	2592.090131	2.942564446	 	-0.471185	9.98064	6596.9	2.37035
-105.5145524	13.487388	2589.906146	2.942215709	 	0.0481982	9.82423	6588.23	2.35237
-105.4146074	13.48537433	2587.777885	2.941886232	 	0.553101	9.66863	6585.81	2.33415
-105.3146623	13.48375241	2585.765833	2.941596917	 	1.03966	9.50981	6581.53	2.31528
-105.2147172	13.4821305	2583.75378	2.941307602	 	1.55087	9.34234	6601.57	2.29559
-105.1147721	13.48050858	2581.741728	2.941018288	 	2.00612	9.19042	6620.6	2.27757
-105.014827	13.47888667	2579.729675	2.940728973	 	2.51912	8.99986	6587.37	2.25408
-104.9148819	13.47723878	2577.767701	2.940438916	 	3.03212	8.79464	6498.22	2.22775
-104.8149368	13.47558277	2575.821402	2.940148627	 	3.53051	8.5909	6381.96	2.20106
-104.7149918	13.47392676	2573.875103	2.939858339	 	4.04204	8.38196	6241.67	2.17322
-104.6150467	13.47227075	2571.928804	2.93956805	 	4.55504	8.1722	6075.9	2.14464
-104.5151016	13.47061474	2569.982505	2.939277761	 	5.01104	7.98757	5911.64	2.11895
-104.4151565	13.46921599	2568.125632	2.939011973	 	5.52404	7.78787	5729.38	2.09076
-104.3152114	13.46796911	2566.321555	2.938760649	 	6.03704	7.59222	5543.37	2.06277
-104.2152663	13.46672223	2564.517478	2.938509325	 	6.55004	7.40129	5355.67	2.03504
-104.1153213	13.46547535	2562.713401	2.938258001	 	7.00604	7.23793	5197.2	2.01104
-104.0153762	13.46422847	2560.909324	2.938006677	 	7.51904	7.06178	5030.01	1.98486
-103.9154311	13.46284632	2559.112011	2.937747623	 	8.03204	6.89437	4879.11	1.95971
-103.815486	13.46132669	2557.321572	2.937480713	 	8.54504	6.73275	4737.63	1.93521
-103.7155409	13.45980705	2555.531133	2.937213803	 	9.03368	9.36201	51981	2.00828
-103.6155958	13.45828742	2553.740693	2.936946893	 	9.50292	11.486	125464	2.08527
-103.5156507	13.45676779	2551.950254	2.936679983	 	10.0312	12.2904	129409	2.13036
-103.4157057	13.45540204	2550.213054	2.936428019	 	10.5358	12.7924	126398	2.16215
-103.3157606	13.45430615	2548.56922	2.936202266	 	11.0301	13.1602	122467	2.18705
-103.2158155	13.45321026	2546.925386	2.935976513	 	11.5431	13.4511	118150	2.20943
-103.1158704	13.45211437	2545.281553	2.93575076	 	12.0561	13.7527	115784	2.23096
